n02,n02_name,n01,n01_name,Count,number_genes
EFO:0005689,non-high density lipoprotein cholesterol measurement,NCBIGene:1593,CYP27A1,1,9
EFO:0005689,non-high density lipoprotein cholesterol measurement,NCBIGene:7422,VEGFA,1,9
EFO:0005689,non-high density lipoprotein cholesterol measurement,NCBIGene:4088,SMAD3,1,9
EFO:0005689,non-high density lipoprotein cholesterol measurement,NCBIGene:4864,NPC1,1,9
EFO:0005689,non-high density lipoprotein cholesterol measurement,NCBIGene:120227,CYP2R1,1,9
EFO:0005689,non-high density lipoprotein cholesterol measurement,NCBIGene:5244,ABCB4,1,9
EFO:0004908,testosterone measurement,NCBIGene:4780,NFE2L2,22,8
EFO:0004527,mean corpuscular hemoglobin,NCBIGene:6927,HNF1A,17,8
EFO:0004908,testosterone measurement,NCBIGene:5972,REN,15,8
EFO:0004535,serum albumin measurement,NCBIGene:405,ARNT,11,8
EFO:0004535,serum albumin measurement,NCBIGene:213,ALB,10,8
EFO:0004842,eosinophil count,NCBIGene:4088,SMAD3,8,8
EFO:0004842,eosinophil count,NCBIGene:6927,HNF1A,7,8
EFO:0004842,eosinophil count,NCBIGene:3569,IL6,6,8
EFO:0004842,eosinophil count,NCBIGene:4864,NPC1,6,8
EFO:0004713,FEV/FEC ratio,NCBIGene:4088,SMAD3,6,8
EFO:0004908,testosterone measurement,NCBIGene:4763,NF1,5,8
EFO:0004908,testosterone measurement,NCBIGene:405,ARNT,5,8
EFO:0004842,eosinophil count,NCBIGene:1269,CNR2,4,8
EFO:0004908,testosterone measurement,NCBIGene:6927,HNF1A,4,8
EFO:0004614,apolipoprotein A 1 measurement,NCBIGene:405,ARNT,4,8
EFO:0004713,FEV/FEC ratio,NCBIGene:5328,PLAU,4,8
EFO:0004535,serum albumin measurement,NCBIGene:3569,IL6,4,8
EFO:0004312,vital capacity,NCBIGene:4088,SMAD3,4,8
EFO:0004842,eosinophil count,NCBIGene:6772,STAT1,3,8
EFO:0004527,mean corpuscular hemoglobin,NCBIGene:7040,TGFB1,3,8
EFO:0004614,apolipoprotein A 1 measurement,NCBIGene:6927,HNF1A,3,8
EFO:0004713,FEV/FEC ratio,NCBIGene:5314,PKHD1,3,8
EFO:0004535,serum albumin measurement,NCBIGene:3956,LGALS1,3,8
EFO:0004312,vital capacity,NCBIGene:7057,THBS1,3,8
EFO:0004842,eosinophil count,NCBIGene:1277,COL1A1,2,8
EFO:0004527,mean corpuscular hemoglobin,NCBIGene:2149,F2R,2,8
EFO:0004527,mean corpuscular hemoglobin,NCBIGene:1269,CNR2,2,8
EFO:0004527,mean corpuscular hemoglobin,NCBIGene:3569,IL6,2,8
EFO:0004908,testosterone measurement,NCBIGene:7431,VIM,2,8
EFO:0004908,testosterone measurement,NCBIGene:3082,HGF,2,8
EFO:0004713,FEV/FEC ratio,NCBIGene:2321,FLT1,2,8
EFO:0007874,gut microbiome measurement,NCBIGene:7046,TGFBR1,2,8
EFO:0007874,gut microbiome measurement,NCBIGene:6347,CCL2,2,8
EFO:0007874,gut microbiome measurement,NCBIGene:5314,PKHD1,2,8
EFO:0004535,serum albumin measurement,NCBIGene:3082,HGF,2,8
EFO:0004312,vital capacity,NCBIGene:5328,PLAU,2,8
EFO:0004842,eosinophil count,NCBIGene:5328,PLAU,1,8
EFO:0004527,mean corpuscular hemoglobin,NCBIGene:1535,CYBA,1,8
EFO:0004527,mean corpuscular hemoglobin,NCBIGene:2321,FLT1,1,8
EFO:0004527,mean corpuscular hemoglobin,NCBIGene:6772,STAT1,1,8
EFO:0004908,testosterone measurement,NCBIGene:1593,CYP27A1,1,8
EFO:0004614,apolipoprotein A 1 measurement,NCBIGene:120227,CYP2R1,1,8
EFO:0004614,apolipoprotein A 1 measurement,NCBIGene:4763,NF1,1,8
EFO:0004614,apolipoprotein A 1 measurement,NCBIGene:4864,NPC1,1,8
EFO:0004614,apolipoprotein A 1 measurement,NCBIGene:1593,CYP27A1,1,8
EFO:0004614,apolipoprotein A 1 measurement,NCBIGene:7040,TGFB1,1,8
EFO:0004614,apolipoprotein A 1 measurement,NCBIGene:7422,VEGFA,1,8
EFO:0004713,FEV/FEC ratio,NCBIGene:1499,CTNNB1,1,8
EFO:0004713,FEV/FEC ratio,NCBIGene:7040,TGFB1,1,8
EFO:0004713,FEV/FEC ratio,NCBIGene:2149,F2R,1,8
EFO:0004713,FEV/FEC ratio,NCBIGene:1593,CYP27A1,1,8
EFO:0007874,gut microbiome measurement,NCBIGene:120227,CYP2R1,1,8
EFO:0007874,gut microbiome measurement,NCBIGene:5328,PLAU,1,8
EFO:0007874,gut microbiome measurement,NCBIGene:1535,CYBA,1,8
EFO:0007874,gut microbiome measurement,NCBIGene:5244,ABCB4,1,8
EFO:0007874,gut microbiome measurement,NCBIGene:183,AGT,1,8
EFO:0004535,serum albumin measurement,NCBIGene:6927,HNF1A,1,8
EFO:0004535,serum albumin measurement,NCBIGene:4088,SMAD3,1,8
EFO:0004535,serum albumin measurement,NCBIGene:2149,F2R,1,8
EFO:0004312,vital capacity,NCBIGene:1535,CYBA,1,8
EFO:0004312,vital capacity,NCBIGene:2247,FGF2,1,8
EFO:0004312,vital capacity,NCBIGene:2321,FLT1,1,8
EFO:0004312,vital capacity,NCBIGene:4864,NPC1,1,8
EFO:0004312,vital capacity,NCBIGene:1278,COL1A2,1,8
EFO:0004532,serum gamma-glutamyl transferase measurement,NCBIGene:6927,HNF1A,25,7
EFO:0008039,BMI-adjusted hip circumference,NCBIGene:4763,NF1,20,7
EFO:0004348,hematocrit,NCBIGene:7422,VEGFA,10,7
EFO:0008039,BMI-adjusted hip circumference,NCBIGene:120227,CYP2R1,10,7
EFO:0005208,glomerular filtration rate,NCBIGene:4780,NFE2L2,8,7
EFO:0004518,creatinine measurement,NCBIGene:7422,VEGFA,8,7
EFO:0005208,glomerular filtration rate,NCBIGene:7422,VEGFA,7,7
EFO:0005208,glomerular filtration rate,NCBIGene:6927,HNF1A,7,7
EFO:0004308,leukocyte count,NCBIGene:4864,NPC1,7,7
EFO:0004833,neutrophil count,NCBIGene:4864,NPC1,7,7
EFO:0005208,glomerular filtration rate,NCBIGene:4088,SMAD3,6,7
EFO:0005208,glomerular filtration rate,NCBIGene:5314,PKHD1,6,7
EFO:0005192,red blood cell distribution width,NCBIGene:5244,ABCB4,6,7
EFO:0004308,leukocyte count,NCBIGene:7422,VEGFA,6,7
EFO:0005091,monocyte count,NCBIGene:2321,FLT1,6,7
EFO:0004314,forced expiratory volume,NCBIGene:1278,COL1A2,6,7
EFO:0005208,glomerular filtration rate,NCBIGene:405,ARNT,5,7
EFO:0004308,leukocyte count,NCBIGene:6927,HNF1A,5,7
EFO:0004833,neutrophil count,NCBIGene:7422,VEGFA,5,7
EFO:0008039,BMI-adjusted hip circumference,NCBIGene:7422,VEGFA,5,7
EFO:0004532,serum gamma-glutamyl transferase measurement,NCBIGene:7057,THBS1,4,7
EFO:0004532,serum gamma-glutamyl transferase measurement,NCBIGene:4763,NF1,4,7
EFO:0004518,creatinine measurement,NCBIGene:405,ARNT,4,7
EFO:0005192,red blood cell distribution width,NCBIGene:7431,VIM,4,7
EFO:0004343,waist-hip ratio,NCBIGene:7422,VEGFA,4,7
EFO:0004308,leukocyte count,NCBIGene:3569,IL6,4,7
EFO:0005763,pulse pressure measurement,NCBIGene:7040,TGFB1,4,7
EFO:0004348,hematocrit,NCBIGene:1535,CYBA,4,7
EFO:0004518,creatinine measurement,NCBIGene:4780,NFE2L2,3,7
EFO:0005763,pulse pressure measurement,NCBIGene:3569,IL6,3,7
EFO:0004348,hematocrit,NCBIGene:5314,PKHD1,3,7
EFO:0004348,hematocrit,NCBIGene:6927,HNF1A,3,7
EFO:0005091,monocyte count,NCBIGene:6347,CCL2,3,7
EFO:0008039,BMI-adjusted hip circumference,NCBIGene:405,ARNT,3,7
EFO:0004314,forced expiratory volume,NCBIGene:1535,CYBA,3,7
EFO:0004346,neuroimaging measurement,NCBIGene:4763,NF1,3,7
EFO:0005208,glomerular filtration rate,NCBIGene:4763,NF1,2,7
EFO:0004532,serum gamma-glutamyl transferase measurement,NCBIGene:7040,TGFB1,2,7
EFO:0004518,creatinine measurement,NCBIGene:5314,PKHD1,2,7
EFO:0005192,red blood cell distribution width,NCBIGene:1535,CYBA,2,7
EFO:0005192,red blood cell distribution width,NCBIGene:7040,TGFB1,2,7
EFO:0005192,red blood cell distribution width,NCBIGene:1277,COL1A1,2,7
EFO:0005192,red blood cell distribution width,NCBIGene:1269,CNR2,2,7
EFO:0004343,waist-hip ratio,NCBIGene:4088,SMAD3,2,7
EFO:0004343,waist-hip ratio,NCBIGene:4864,NPC1,2,7
EFO:0004615,apolipoprotein B measurement,NCBIGene:4763,NF1,2,7
EFO:0004615,apolipoprotein B measurement,NCBIGene:6927,HNF1A,2,7
EFO:0004587,lymphocyte count,NCBIGene:3569,IL6,2,7
EFO:0004587,lymphocyte count,NCBIGene:405,ARNT,2,7
EFO:0004587,lymphocyte count,NCBIGene:1269,CNR2,2,7
EFO:0004308,leukocyte count,NCBIGene:1277,COL1A1,2,7
EFO:0004308,leukocyte count,NCBIGene:405,ARNT,2,7
EFO:0005763,pulse pressure measurement,NCBIGene:4088,SMAD3,2,7
EFO:0005763,pulse pressure measurement,NCBIGene:4780,NFE2L2,2,7
EFO:0004348,hematocrit,NCBIGene:5972,REN,2,7
EFO:0005091,monocyte count,NCBIGene:1277,COL1A1,2,7
EFO:0005091,monocyte count,NCBIGene:2147,F2,2,7
EFO:0004833,neutrophil count,NCBIGene:1277,COL1A1,2,7
EFO:0008039,BMI-adjusted hip circumference,NCBIGene:7040,TGFB1,2,7
EFO:0008039,BMI-adjusted hip circumference,NCBIGene:1535,CYBA,2,7
EFO:0008039,BMI-adjusted hip circumference,NCBIGene:4088,SMAD3,2,7
EFO:0004314,forced expiratory volume,NCBIGene:4088,SMAD3,2,7
EFO:0004314,forced expiratory volume,NCBIGene:5328,PLAU,2,7
EFO:0004346,neuroimaging measurement,NCBIGene:7422,VEGFA,2,7
MONDO:0004995,cardiovascular disorder,NCBIGene:183,AGT,1,7
MONDO:0004995,cardiovascular disorder,NCBIGene:4088,SMAD3,1,7
MONDO:0004995,cardiovascular disorder,NCBIGene:7422,VEGFA,1,7
MONDO:0004995,cardiovascular disorder,NCBIGene:6927,HNF1A,1,7
MONDO:0004995,cardiovascular disorder,NCBIGene:1593,CYP27A1,1,7
MONDO:0004995,cardiovascular disorder,NCBIGene:5314,PKHD1,1,7
MONDO:0004995,cardiovascular disorder,NCBIGene:4864,NPC1,1,7
EFO:0004532,serum gamma-glutamyl transferase measurement,NCBIGene:5314,PKHD1,1,7
EFO:0004532,serum gamma-glutamyl transferase measurement,NCBIGene:5328,PLAU,1,7
EFO:0004532,serum gamma-glutamyl transferase measurement,NCBIGene:7422,VEGFA,1,7
EFO:0004518,creatinine measurement,NCBIGene:4088,SMAD3,1,7
EFO:0004518,creatinine measurement,NCBIGene:6696,SPP1,1,7
EFO:0004518,creatinine measurement,NCBIGene:6927,HNF1A,1,7
EFO:0005192,red blood cell distribution width,NCBIGene:6927,HNF1A,1,7
EFO:0004343,waist-hip ratio,NCBIGene:2149,F2R,1,7
EFO:0004343,waist-hip ratio,NCBIGene:6772,STAT1,1,7
EFO:0004343,waist-hip ratio,NCBIGene:2247,FGF2,1,7
EFO:0004343,waist-hip ratio,NCBIGene:1593,CYP27A1,1,7
EFO:0004615,apolipoprotein B measurement,NCBIGene:120227,CYP2R1,1,7
EFO:0004615,apolipoprotein B measurement,NCBIGene:213,ALB,1,7
EFO:0004615,apolipoprotein B measurement,NCBIGene:7422,VEGFA,1,7
EFO:0004615,apolipoprotein B measurement,NCBIGene:5244,ABCB4,1,7
EFO:0004615,apolipoprotein B measurement,NCBIGene:405,ARNT,1,7
EFO:0004587,lymphocyte count,NCBIGene:1535,CYBA,1,7
EFO:0004587,lymphocyte count,NCBIGene:1593,CYP27A1,1,7
EFO:0004587,lymphocyte count,NCBIGene:2247,FGF2,1,7
EFO:0004587,lymphocyte count,NCBIGene:2147,F2,1,7
EFO:0004308,leukocyte count,NCBIGene:3956,LGALS1,1,7
EFO:0005763,pulse pressure measurement,NCBIGene:2147,F2,1,7
EFO:0005763,pulse pressure measurement,NCBIGene:7046,TGFBR1,1,7
EFO:0005763,pulse pressure measurement,NCBIGene:3956,LGALS1,1,7
EFO:0004348,hematocrit,NCBIGene:4088,SMAD3,1,7
EFO:0004348,hematocrit,NCBIGene:1593,CYP27A1,1,7
EFO:0005091,monocyte count,NCBIGene:2149,F2R,1,7
EFO:0005091,monocyte count,NCBIGene:1535,CYBA,1,7
EFO:0005091,monocyte count,NCBIGene:4763,NF1,1,7
EFO:0004833,neutrophil count,NCBIGene:405,ARNT,1,7
EFO:0004833,neutrophil count,NCBIGene:7040,TGFB1,1,7
EFO:0004833,neutrophil count,NCBIGene:6927,HNF1A,1,7
EFO:0004833,neutrophil count,NCBIGene:3569,IL6,1,7
EFO:0004314,forced expiratory volume,NCBIGene:5314,PKHD1,1,7
EFO:0004314,forced expiratory volume,NCBIGene:2147,F2,1,7
EFO:0004314,forced expiratory volume,NCBIGene:4864,NPC1,1,7
EFO:0004346,neuroimaging measurement,NCBIGene:1277,COL1A1,1,7
EFO:0004346,neuroimaging measurement,NCBIGene:5328,PLAU,1,7
EFO:0004346,neuroimaging measurement,NCBIGene:6772,STAT1,1,7
EFO:0004346,neuroimaging measurement,NCBIGene:5314,PKHD1,1,7
EFO:0004346,neuroimaging measurement,NCBIGene:3956,LGALS1,1,7
EFO:0004458,C-reactive protein measurement,NCBIGene:6927,HNF1A,56,6
MONDO:0018874,acute myeloid leukemia,NCBIGene:5314,PKHD1,14,6
EFO:0004458,C-reactive protein measurement,NCBIGene:3569,IL6,13,6
EFO:0004509,hemoglobin measurement,NCBIGene:7422,VEGFA,11,6
MONDO:0018874,acute myeloid leukemia,NCBIGene:5972,REN,8,6
MONDO:0018874,acute myeloid leukemia,NCBIGene:6927,HNF1A,7,6
EFO:0004509,hemoglobin measurement,NCBIGene:1535,CYBA,6,6
EFO:0004509,hemoglobin measurement,NCBIGene:1593,CYP27A1,6,6
EFO:0004695,intraocular pressure measurement,NCBIGene:5314,PKHD1,6,6
MONDO:0018874,acute myeloid leukemia,NCBIGene:1356,CP,5,6
EFO:0007878,alcohol consumption measurement,NCBIGene:4780,NFE2L2,5,6
EFO:0007878,alcohol consumption measurement,NCBIGene:4763,NF1,5,6
EFO:0004509,hemoglobin measurement,NCBIGene:6927,HNF1A,5,6
EFO:0004695,intraocular pressure measurement,NCBIGene:4088,SMAD3,5,6
MONDO:0005101,ulcerative colitis,NCBIGene:4088,SMAD3,4,6
EFO:0006930,brain volume measurement,NCBIGene:6696,SPP1,4,6
EFO:0004784,self reported educational attainment,NCBIGene:4864,NPC1,4,6
MONDO:0018874,acute myeloid leukemia,NCBIGene:1593,CYP27A1,3,6
EFO:0007878,alcohol consumption measurement,NCBIGene:6927,HNF1A,3,6
EFO:0011015,"educational attainment""@e",NCBIGene:4864,NPC1,3,6
MONDO:0005101,ulcerative colitis,NCBIGene:6772,STAT1,2,6
MONDO:0005101,ulcerative colitis,NCBIGene:6347,CCL2,2,6
MONDO:0005101,ulcerative colitis,NCBIGene:5328,PLAU,2,6
EFO:0004458,C-reactive protein measurement,NCBIGene:4780,NFE2L2,2,6
EFO:0004458,C-reactive protein measurement,NCBIGene:4864,NPC1,2,6
MONDO:0018874,acute myeloid leukemia,NCBIGene:2321,FLT1,2,6
EFO:0007878,alcohol consumption measurement,NCBIGene:5314,PKHD1,2,6
EFO:0007878,alcohol consumption measurement,NCBIGene:4864,NPC1,2,6
EFO:0004695,intraocular pressure measurement,NCBIGene:2147,F2,2,6
EFO:0004617,cystatin C measurement,NCBIGene:5314,PKHD1,2,6
EFO:0004617,cystatin C measurement,NCBIGene:6927,HNF1A,2,6
EFO:0004617,cystatin C measurement,NCBIGene:405,ARNT,2,6
EFO:0007629,hemoglobin A1 measurement,NCBIGene:7431,VIM,2,6
HP:0000539,Abnormality of refraction,NCBIGene:1499,CTNNB1,2,6
HP:0000539,Abnormality of refraction,NCBIGene:7046,TGFBR1,2,6
EFO:0011013,"vaginal microbiome measurement""@e",NCBIGene:3082,HGF,2,6
EFO:0011013,"vaginal microbiome measurement""@e",NCBIGene:4864,NPC1,2,6
EFO:0011015,"educational attainment""@e",NCBIGene:1277,COL1A1,2,6
EFO:0006930,brain volume measurement,NCBIGene:3956,LGALS1,2,6
MONDO:0005101,ulcerative colitis,NCBIGene:183,AGT,1,6
MONDO:0005101,ulcerative colitis,NCBIGene:7422,VEGFA,1,6
EFO:0004458,C-reactive protein measurement,NCBIGene:5328,PLAU,1,6
EFO:0004458,C-reactive protein measurement,NCBIGene:1490,CCN2,1,6
EFO:0007878,alcohol consumption measurement,NCBIGene:7422,VEGFA,1,6
EFO:0004509,hemoglobin measurement,NCBIGene:5314,PKHD1,1,6
EFO:0004509,hemoglobin measurement,NCBIGene:5972,REN,1,6
EFO:0004695,intraocular pressure measurement,NCBIGene:3956,LGALS1,1,6
EFO:0004695,intraocular pressure measurement,NCBIGene:1593,CYP27A1,1,6
EFO:0004695,intraocular pressure measurement,NCBIGene:5328,PLAU,1,6
EFO:0004617,cystatin C measurement,NCBIGene:7422,VEGFA,1,6
EFO:0004617,cystatin C measurement,NCBIGene:3569,IL6,1,6
EFO:0004617,cystatin C measurement,NCBIGene:1593,CYP27A1,1,6
EFO:0007629,hemoglobin A1 measurement,NCBIGene:7422,VEGFA,1,6
EFO:0007629,hemoglobin A1 measurement,NCBIGene:120227,CYP2R1,1,6
EFO:0007629,hemoglobin A1 measurement,NCBIGene:7040,TGFB1,1,6
EFO:0007629,hemoglobin A1 measurement,NCBIGene:6927,HNF1A,1,6
EFO:0007629,hemoglobin A1 measurement,NCBIGene:405,ARNT,1,6
HP:0000539,Abnormality of refraction,NCBIGene:1593,CYP27A1,1,6
HP:0000539,Abnormality of refraction,NCBIGene:7422,VEGFA,1,6
HP:0000539,Abnormality of refraction,NCBIGene:2321,FLT1,1,6
HP:0000539,Abnormality of refraction,NCBIGene:4313,MMP2,1,6
EFO:0011013,"vaginal microbiome measurement""@e",NCBIGene:183,AGT,1,6
EFO:0011013,"vaginal microbiome measurement""@e",NCBIGene:2321,FLT1,1,6
EFO:0011013,"vaginal microbiome measurement""@e",NCBIGene:1535,CYBA,1,6
EFO:0011013,"vaginal microbiome measurement""@e",NCBIGene:5972,REN,1,6
EFO:0011015,"educational attainment""@e",NCBIGene:5314,PKHD1,1,6
EFO:0011015,"educational attainment""@e",NCBIGene:4780,NFE2L2,1,6
EFO:0011015,"educational attainment""@e",NCBIGene:3082,HGF,1,6
EFO:0011015,"educational attainment""@e",NCBIGene:1278,COL1A2,1,6
EFO:0006930,brain volume measurement,NCBIGene:5314,PKHD1,1,6
EFO:0006930,brain volume measurement,NCBIGene:1277,COL1A1,1,6
EFO:0006930,brain volume measurement,NCBIGene:7057,THBS1,1,6
EFO:0006930,brain volume measurement,NCBIGene:4763,NF1,1,6
EFO:0004784,self reported educational attainment,NCBIGene:3956,LGALS1,1,6
EFO:0004784,self reported educational attainment,NCBIGene:5314,PKHD1,1,6
EFO:0004784,self reported educational attainment,NCBIGene:5328,PLAU,1,6
EFO:0004784,self reported educational attainment,NCBIGene:6772,STAT1,1,6
EFO:0004784,self reported educational attainment,NCBIGene:6927,HNF1A,1,6
MONDO:0007915,systemic lupus erythematosus,NCBIGene:6772,STAT1,28,5
MONDO:0004979,asthma,NCBIGene:4088,SMAD3,21,5
EFO:0004541,HbA1c measurement,NCBIGene:1535,CYBA,13,5
EFO:0007985,platelet crit,NCBIGene:4763,NF1,12,5
MONDO:0005405,childhood onset asthma,NCBIGene:4088,SMAD3,8,5
EFO:0004570,bilirubin measurement,NCBIGene:1535,CYBA,7,5
EFO:0007988,myeloid white cell count,NCBIGene:4864,NPC1,7,5
EFO:0005090,basophil count,NCBIGene:4864,NPC1,6,5
MONDO:0004979,asthma,NCBIGene:7046,TGFBR1,5,5
EFO:0004570,bilirubin measurement,NCBIGene:3569,IL6,5,5
MONDO:0004979,asthma,NCBIGene:3569,IL6,4,5
MONDO:0004979,asthma,NCBIGene:6927,HNF1A,4,5
EFO:0007993,lymphocyte percentage of leukocytes,NCBIGene:405,ARNT,4,5
MONDO:0005159,prostate carcinoma,NCBIGene:7422,VEGFA,3,5
MONDO:0005159,prostate carcinoma,NCBIGene:5972,REN,3,5
MONDO:0005068,myocardial infarction,NCBIGene:7040,TGFB1,3,5
MONDO:0005405,childhood onset asthma,NCBIGene:405,ARNT,3,5
MONDO:0005405,childhood onset asthma,NCBIGene:6927,HNF1A,3,5
EFO:0007988,myeloid white cell count,NCBIGene:7422,VEGFA,3,5
EFO:0007984,platelet component distribution width,NCBIGene:2149,F2R,3,5
EFO:0004541,HbA1c measurement,NCBIGene:405,ARNT,3,5
EFO:0007989,monocyte percentage of leukocytes,NCBIGene:2321,FLT1,3,5
EFO:0007985,platelet crit,NCBIGene:1535,CYBA,3,5
EFO:0004536,total blood protein measurement,NCBIGene:4864,NPC1,3,5
MONDO:0005068,myocardial infarction,NCBIGene:4088,SMAD3,2,5
MONDO:0005068,myocardial infarction,NCBIGene:2321,FLT1,2,5
MONDO:0005405,childhood onset asthma,NCBIGene:3569,IL6,2,5
MONDO:0004892,refractive error,NCBIGene:2321,FLT1,2,5
EFO:0008111,diet measurement,NCBIGene:5314,PKHD1,2,5
EFO:0004570,bilirubin measurement,NCBIGene:213,ALB,2,5
EFO:0004629,von Willebrand factor measurement,NCBIGene:4088,SMAD3,2,5
EFO:0004629,von Willebrand factor measurement,NCBIGene:6927,HNF1A,2,5
EFO:0007988,myeloid white cell count,NCBIGene:3956,LGALS1,2,5
EFO:0007989,monocyte percentage of leukocytes,NCBIGene:1535,CYBA,2,5
EFO:0007989,monocyte percentage of leukocytes,NCBIGene:6347,CCL2,2,5
EFO:0004344,birth weight,NCBIGene:3569,IL6,2,5
EFO:0004344,birth weight,NCBIGene:6772,STAT1,2,5
EFO:0004847,age at onset,NCBIGene:7046,TGFBR1,2,5
EFO:0004847,age at onset,NCBIGene:2321,FLT1,2,5
EFO:0004847,age at onset,NCBIGene:4088,SMAD3,2,5
EFO:0004623,fibrinogen measurement,NCBIGene:6927,HNF1A,2,5
EFO:0004623,fibrinogen measurement,NCBIGene:4088,SMAD3,2,5
EFO:0004623,fibrinogen measurement,NCBIGene:3569,IL6,2,5
EFO:0004338,body weight,NCBIGene:4864,NPC1,2,5
EFO:0007985,platelet crit,NCBIGene:6927,HNF1A,2,5
EFO:0007985,platelet crit,NCBIGene:7422,VEGFA,2,5
EFO:0005939,parental genotype effect measurement,NCBIGene:3569,IL6,2,5
EFO:0004619,factor VII measurement,NCBIGene:6927,HNF1A,2,5
EFO:0005090,basophil count,NCBIGene:1277,COL1A1,2,5
EFO:0005090,basophil count,NCBIGene:3956,LGALS1,2,5
EFO:0006527,smoking status measurement,NCBIGene:4088,SMAD3,2,5
MONDO:0007915,systemic lupus erythematosus,NCBIGene:3569,IL6,1,5
MONDO:0007915,systemic lupus erythematosus,NCBIGene:1717,DHCR7,1,5
MONDO:0007915,systemic lupus erythematosus,NCBIGene:4088,SMAD3,1,5
MONDO:0007915,systemic lupus erythematosus,NCBIGene:5328,PLAU,1,5
MONDO:0004979,asthma,NCBIGene:7057,THBS1,1,5
MONDO:0004989,breast carcinoma,NCBIGene:4088,SMAD3,1,5
MONDO:0004989,breast carcinoma,NCBIGene:6696,SPP1,1,5
MONDO:0004989,breast carcinoma,NCBIGene:2321,FLT1,1,5
MONDO:0004989,breast carcinoma,NCBIGene:1277,COL1A1,1,5
MONDO:0004989,breast carcinoma,NCBIGene:1278,COL1A2,1,5
MONDO:0005159,prostate carcinoma,NCBIGene:405,ARNT,1,5
MONDO:0005159,prostate carcinoma,NCBIGene:213,ALB,1,5
MONDO:0005159,prostate carcinoma,NCBIGene:5314,PKHD1,1,5
MONDO:0005068,myocardial infarction,NCBIGene:7422,VEGFA,1,5
MONDO:0005068,myocardial infarction,NCBIGene:6927,HNF1A,1,5
MONDO:0005405,childhood onset asthma,NCBIGene:7046,TGFBR1,1,5
MONDO:0004892,refractive error,NCBIGene:7422,VEGFA,1,5
MONDO:0004892,refractive error,NCBIGene:4780,NFE2L2,1,5
MONDO:0004892,refractive error,NCBIGene:1499,CTNNB1,1,5
MONDO:0004892,refractive error,NCBIGene:7046,TGFBR1,1,5
EFO:0008111,diet measurement,NCBIGene:4864,NPC1,1,5
EFO:0008111,diet measurement,NCBIGene:2147,F2,1,5
EFO:0008111,diet measurement,NCBIGene:4763,NF1,1,5
EFO:0008111,diet measurement,NCBIGene:7431,VIM,1,5
EFO:0004570,bilirubin measurement,NCBIGene:6927,HNF1A,1,5
EFO:0004570,bilirubin measurement,NCBIGene:2149,F2R,1,5
EFO:0004629,von Willebrand factor measurement,NCBIGene:2321,FLT1,1,5
EFO:0004629,von Willebrand factor measurement,NCBIGene:2147,F2,1,5
EFO:0004629,von Willebrand factor measurement,NCBIGene:7040,TGFB1,1,5
EFO:0007993,lymphocyte percentage of leukocytes,NCBIGene:2247,FGF2,1,5
EFO:0007993,lymphocyte percentage of leukocytes,NCBIGene:1269,CNR2,1,5
EFO:0007993,lymphocyte percentage of leukocytes,NCBIGene:3569,IL6,1,5
EFO:0007993,lymphocyte percentage of leukocytes,NCBIGene:1593,CYP27A1,1,5
EFO:0007988,myeloid white cell count,NCBIGene:3569,IL6,1,5
EFO:0007988,myeloid white cell count,NCBIGene:7040,TGFB1,1,5
EFO:0007984,platelet component distribution width,NCBIGene:7422,VEGFA,1,5
EFO:0007984,platelet component distribution width,NCBIGene:1277,COL1A1,1,5
EFO:0007984,platelet component distribution width,NCBIGene:7431,VIM,1,5
EFO:0007984,platelet component distribution width,NCBIGene:4864,NPC1,1,5
EFO:0004541,HbA1c measurement,NCBIGene:7422,VEGFA,1,5
EFO:0004541,HbA1c measurement,NCBIGene:120227,CYP2R1,1,5
EFO:0004541,HbA1c measurement,NCBIGene:7040,TGFB1,1,5
EFO:0007989,monocyte percentage of leukocytes,NCBIGene:4763,NF1,1,5
EFO:0007989,monocyte percentage of leukocytes,NCBIGene:4864,NPC1,1,5
EFO:0004344,birth weight,NCBIGene:4088,SMAD3,1,5
EFO:0004344,birth weight,NCBIGene:6927,HNF1A,1,5
EFO:0004344,birth weight,NCBIGene:2321,FLT1,1,5
EFO:0004847,age at onset,NCBIGene:2149,F2R,1,5
EFO:0004847,age at onset,NCBIGene:6927,HNF1A,1,5
EFO:0004623,fibrinogen measurement,NCBIGene:7040,TGFB1,1,5
EFO:0004623,fibrinogen measurement,NCBIGene:2321,FLT1,1,5
EFO:0004338,body weight,NCBIGene:6927,HNF1A,1,5
EFO:0004338,body weight,NCBIGene:7040,TGFB1,1,5
EFO:0004338,body weight,NCBIGene:2247,FGF2,1,5
EFO:0004338,body weight,NCBIGene:1499,CTNNB1,1,5
EFO:0007985,platelet crit,NCBIGene:7431,VIM,1,5
EFO:0005939,parental genotype effect measurement,NCBIGene:7040,TGFB1,1,5
EFO:0005939,parental genotype effect measurement,NCBIGene:3082,HGF,1,5
EFO:0005939,parental genotype effect measurement,NCBIGene:4088,SMAD3,1,5
EFO:0005939,parental genotype effect measurement,NCBIGene:2321,FLT1,1,5
EFO:0004619,factor VII measurement,NCBIGene:4088,SMAD3,1,5
EFO:0004619,factor VII measurement,NCBIGene:7040,TGFB1,1,5
EFO:0004619,factor VII measurement,NCBIGene:2321,FLT1,1,5
EFO:0004619,factor VII measurement,NCBIGene:2147,F2,1,5
EFO:0005090,basophil count,NCBIGene:3569,IL6,1,5
